3.27,0.98,7.53,215.00,199.00,265.00,140.00,138.00,,Mother
7.17,0.00,19.02,200.00,196.00,265.00,140.00,134.00,,Mother
6.08,1.01,5.15,200.00,196.00,265.00,141.00,111.00,,Mother
9.29,0.69,15.67,199.00,197.00,265.00,140.00,110.00,,Mother
8.95,1.71,15.67,203.00,197.00,265.00,140.00,111.00,,Mother
7.98,0.00,13.38,202.00,196.00,265.00,139.00,122.00,,Mother
1.87,-2.62,19.02,192.00,195.00,265.00,145.00,113.00,,Mother
1.07,-1.42,12.23,193.00,195.00,265.00,143.00,113.00,,Mother
10.06,1.33,5.15,206.00,195.00,265.00,143.00,114.00,,Mother
10.91,2.63,11.06,200.00,195.00,265.00,145.00,113.00,,Mother
13.78,1.71,13.38,207.00,195.00,265.00,144.00,113.00,,Mother
17.03,3.02,13.38,211.00,197.00,265.00,142.00,112.00,,Mother
17.77,3.03,3.22,200.00,192.00,265.00,141.00,113.00,,Mother
0.68,0.68,3.81,220.00,207.00,261.00,131.00,90.00,,Mother
-0.23,0.23,4.48,222.00,207.00,261.00,130.00,83.00,,Mother
0.69,0.23,6.27,223.00,207.00,263.00,131.00,88.00,,Mother
1.15,0.69,6.27,222.00,207.00,263.00,132.00,72.00,,Mother
0.91,0.91,4.48,223.00,207.00,265.00,129.00,77.00,,Mother
1.95,0.65,5.00,222.00,207.00,265.00,132.00,86.00,,Mother
0.90,0.45,2.62,222.00,207.00,263.00,132.00,77.00,,Mother
0.00,0.00,273.96,220.00,204.00,265.00,128.00,77.00,,Mother
1.08,0.65,273.96,222.00,200.00,263.00,131.00,99.00,,Mother
0.85,0.85,273.96,220.00,202.00,261.00,132.00,82.00,,Mother
-3.41,-0.91,3.81,222.00,200.00,263.00,131.00,92.00,,Mother
-4.51,-0.64,6.34,215.00,202.00,263.00,132.00,99.00,,Mother
0.00,0.00,6.34,214.00,202.00,261.00,132.00,95.00,,Mother
0.66,0.44,3.96,220.00,202.00,263.00,130.00,81.00,,Mother
-2.77,-0.69,7.38,218.00,202.00,263.00,132.00,99.00,,Mother
-1.10,-0.88,273.96,218.00,203.00,263.00,130.00,79.00,,Mother
